buying,maint,doors,persons, lug_boot,safety,class
high,low,3,2,med,high,normal
high,low,3,2,big,low,normal
high,low,3,2,big,med,normal
high,low,3,2,big,high,normal
high,low,3,4,small,low,normal
high,low,3,4,small,med,normal
high,low,3,4,small,high,normal
high,low,3,4,med,low,normal
high,low,3,4,med,med,normal
high,low,3,4,med,high,normal
high,low,3,4,big,low,normal
high,low,3,4,big,med,normal
high,low,3,4,big,high,normal
high,low,3,more,small,low,normal
high,low,3,more,small,med,normal
high,low,3,more,small,high,normal
high,low,3,more,med,low,normal
high,low,3,more,med,med,normal
high,low,3,more,med,high,normal
high,low,3,more,big,low,normal
high,low,3,more,big,med,normal
high,low,3,more,big,high,normal
high,low,4,2,small,low,normal
high,low,4,2,small,med,normal
high,low,4,2,small,high,normal
high,low,4,2,med,low,normal
high,low,4,2,med,med,normal
high,low,4,2,med,high,normal
high,low,4,2,big,low,normal
high,low,4,2,big,med,normal
high,low,4,2,big,high,normal
high,low,4,4,small,low,normal
high,low,4,4,small,med,normal
high,low,4,4,small,high,normal
high,low,4,4,med,low,normal
high,low,4,4,med,med,normal
high,low,4,4,med,high,normal
high,low,4,4,big,low,normal
high,low,4,4,big,med,normal
high,low,4,4,big,high,normal
high,low,4,more,small,low,normal
high,low,4,more,small,med,normal
high,low,4,more,small,high,normal
high,low,4,more,med,low,normal
high,low,4,more,med,med,normal
high,low,4,more,med,high,normal
high,low,4,more,big,low,normal
high,low,4,more,big,med,normal
high,low,4,more,big,high,normal
high,low,5more,2,small,low,normal
high,low,5more,2,small,med,normal
high,low,5more,2,small,high,normal
high,low,5more,2,med,low,normal
high,low,5more,2,med,med,normal
high,low,5more,2,med,high,normal
high,low,5more,2,big,low,normal
high,low,5more,2,big,med,normal
high,low,5more,2,big,high,normal
high,low,5more,4,small,low,normal
high,low,5more,4,small,med,normal
high,low,5more,4,small,high,normal
high,low,5more,4,med,low,normal
high,low,5more,4,med,med,normal
high,low,5more,4,med,high,normal
high,low,5more,4,big,low,normal
high,low,5more,4,big,med,normal
high,low,5more,4,big,high,normal
high,low,5more,more,small,low,normal
high,low,5more,more,small,med,normal
high,low,5more,more,small,high,normal
high,low,5more,more,med,low,normal
high,low,5more,more,med,med,normal
high,low,5more,more,med,high,normal
high,low,5more,more,big,low,normal
high,low,5more,more,big,med,normal
high,low,5more,more,big,high,normal
med,vhigh,2,2,small,low,normal
med,vhigh,2,2,small,med,normal
med,vhigh,2,2,small,high,normal
med,vhigh,2,2,med,low,normal
med,vhigh,2,2,med,med,normal
med,vhigh,2,2,med,high,normal
med,vhigh,2,2,big,low,normal
med,vhigh,2,2,big,med,normal
med,vhigh,2,2,big,high,normal
med,vhigh,2,4,small,low,normal
med,vhigh,2,4,small,med,normal
med,vhigh,2,4,small,high,normal
med,vhigh,2,4,med,low,normal
med,vhigh,2,4,med,med,normal
med,vhigh,2,4,med,high,normal
med,vhigh,2,4,big,low,normal
med,vhigh,2,4,big,med,normal
med,vhigh,2,4,big,high,normal
med,vhigh,2,more,small,low,normal
med,vhigh,2,more,small,med,normal
med,vhigh,2,more,small,high,normal
med,vhigh,2,more,med,low,normal
med,vhigh,2,more,med,med,normal
med,vhigh,2,more,med,high,normal
med,vhigh,2,more,big,low,normal
med,vhigh,2,more,big,med,normal
med,vhigh,2,more,big,high,normal
med,vhigh,3,2,small,low,normal
med,vhigh,3,2,small,med,normal
med,vhigh,3,2,small,high,normal
med,vhigh,3,2,med,low,normal
med,vhigh,3,2,med,med,normal
med,vhigh,3,2,med,high,normal
med,vhigh,3,2,big,low,normal
med,vhigh,3,2,big,med,normal
med,vhigh,3,2,big,high,normal
med,vhigh,3,4,small,low,normal
med,vhigh,3,4,small,med,normal
med,vhigh,3,4,small,high,normal
med,vhigh,3,4,med,low,normal
med,vhigh,3,4,med,med,normal
med,vhigh,3,4,med,high,normal
med,vhigh,3,4,big,low,normal
med,vhigh,3,4,big,med,normal
med,vhigh,3,4,big,high,normal
med,vhigh,3,more,small,low,normal
med,vhigh,3,more,small,med,normal
med,vhigh,3,more,small,high,normal
med,vhigh,3,more,med,low,normal
med,vhigh,3,more,med,med,normal
med,vhigh,3,more,med,high,normal
med,vhigh,3,more,big,low,normal
med,vhigh,3,more,big,med,normal
med,vhigh,3,more,big,high,normal
med,vhigh,4,2,small,low,normal
med,vhigh,4,2,small,med,normal
med,vhigh,4,2,small,high,normal
med,vhigh,4,2,med,low,normal
med,vhigh,4,2,med,med,normal
med,vhigh,4,2,med,high,normal
med,vhigh,4,2,big,low,normal
med,vhigh,4,2,big,med,normal
med,vhigh,4,2,big,high,normal
med,vhigh,4,4,small,low,normal
med,vhigh,4,4,small,med,normal
med,vhigh,4,4,small,high,normal
med,vhigh,4,4,med,low,normal
med,vhigh,4,4,med,med,normal
med,vhigh,4,4,med,high,normal
med,vhigh,4,4,big,low,normal
med,vhigh,4,4,big,med,normal
med,vhigh,4,4,big,high,normal
med,vhigh,4,more,small,low,normal
med,vhigh,4,more,small,med,normal
med,vhigh,4,more,small,high,normal
med,vhigh,4,more,med,low,normal
med,vhigh,4,more,med,med,normal
med,vhigh,4,more,med,high,normal
med,vhigh,4,more,big,low,normal
med,vhigh,4,more,big,med,normal
med,vhigh,4,more,big,high,normal
med,vhigh,5more,2,small,low,normal
med,vhigh,5more,2,small,med,normal
med,vhigh,5more,2,small,high,normal
med,vhigh,5more,2,med,low,normal
med,vhigh,5more,2,med,med,normal
med,vhigh,5more,2,med,high,normal
med,vhigh,5more,2,big,low,normal
med,vhigh,5more,2,big,med,normal
med,vhigh,5more,2,big,high,normal
med,vhigh,5more,4,small,low,normal
med,vhigh,5more,4,small,med,normal
med,vhigh,5more,4,small,high,normal
med,vhigh,5more,4,med,low,normal
med,vhigh,5more,4,med,med,normal
med,vhigh,5more,4,med,high,normal
med,vhigh,5more,4,big,low,normal
med,vhigh,5more,4,big,med,normal
med,vhigh,5more,4,big,high,normal
med,vhigh,5more,more,small,low,normal
med,vhigh,5more,more,small,med,normal
med,vhigh,5more,more,small,high,normal
med,vhigh,5more,more,med,low,normal
med,vhigh,5more,more,med,med,normal
med,vhigh,5more,more,med,high,normal
med,vhigh,5more,more,big,low,normal
med,vhigh,5more,more,big,med,normal
med,vhigh,5more,more,big,high,normal
med,high,2,2,small,low,normal
med,high,2,2,small,med,normal
med,high,2,2,small,high,normal
med,high,2,2,med,low,normal
med,high,2,2,med,med,normal
med,high,2,2,med,high,normal
med,high,2,2,big,low,normal
med,high,2,2,big,med,normal
med,high,2,2,big,high,normal
med,high,2,4,small,low,normal
med,high,2,4,small,med,normal
med,high,2,4,small,high,normal
med,high,2,4,med,low,normal
med,high,2,4,med,med,normal
med,high,2,4,med,high,normal
med,high,2,4,big,low,normal
med,high,2,4,big,med,normal
med,high,2,4,big,high,normal
med,high,2,more,small,low,normal
med,high,2,more,small,med,normal
med,high,2,more,small,high,normal
med,high,2,more,med,low,normal
med,high,2,more,med,med,normal
med,high,2,more,med,high,normal
med,high,2,more,big,low,normal
med,high,2,more,big,med,normal
med,high,2,more,big,high,normal
med,high,3,2,small,low,normal
med,high,3,2,small,med,normal
med,high,3,2,small,high,normal
med,high,3,2,med,low,normal
med,high,3,2,med,med,normal
med,high,3,2,med,high,normal
med,high,3,2,big,low,normal
med,high,3,2,big,med,normal
med,high,3,2,big,high,normal
med,high,3,4,small,low,normal
med,high,3,4,small,med,normal
med,high,3,4,small,high,normal
med,high,3,4,med,low,normal
med,high,3,4,med,med,normal
med,high,3,4,med,high,normal
med,high,3,4,big,low,normal
med,high,3,4,big,med,normal
med,high,3,4,big,high,normal
med,high,3,more,small,low,normal
med,high,3,more,small,med,normal
med,high,3,more,small,high,normal
med,high,3,more,med,low,normal
med,high,3,more,med,med,normal
med,high,3,more,med,high,normal
med,high,3,more,big,low,normal
med,high,3,more,big,med,normal
med,high,3,more,big,high,normal
med,high,4,2,small,low,normal
med,high,4,2,small,med,normal
med,high,4,2,small,high,normal
med,high,4,2,med,low,normal
med,high,4,2,med,med,normal
med,high,4,2,med,high,normal
med,high,4,2,big,low,normal
med,high,4,2,big,med,normal
med,high,4,2,big,high,normal
med,high,4,4,small,low,normal
med,high,4,4,small,med,normal
med,high,4,4,small,high,normal
med,high,4,4,med,low,normal
med,high,4,4,med,med,normal
med,high,4,4,med,high,normal
med,high,4,4,big,low,normal
med,high,4,4,big,med,normal
med,high,4,4,big,high,normal
med,high,4,more,small,low,normal
med,high,4,more,small,med,normal
med,high,4,more,small,high,normal
med,high,4,more,med,low,normal
med,high,4,more,med,med,normal
med,high,4,more,med,high,normal
med,high,4,more,big,low,normal
med,high,4,more,big,med,normal
med,high,4,more,big,high,normal
med,high,5more,2,small,low,normal
med,high,5more,2,small,med,normal
med,high,5more,2,small,high,normal
med,high,5more,2,med,low,normal
med,high,5more,2,med,med,normal
med,high,5more,2,med,high,normal
med,high,5more,2,big,low,normal
med,high,5more,2,big,med,normal
med,high,5more,2,big,high,normal
med,high,5more,4,small,low,normal
med,high,5more,4,small,med,normal
med,high,5more,4,small,high,normal
med,high,5more,4,med,low,normal
med,high,5more,4,med,med,normal
med,high,5more,4,med,high,normal
med,high,5more,4,big,low,normal
med,high,5more,4,big,med,normal
med,high,5more,4,big,high,normal
med,high,5more,more,small,low,normal
med,high,5more,more,small,med,normal
med,high,5more,more,small,high,normal
med,high,5more,more,med,low,normal
med,high,5more,more,med,med,normal
med,high,5more,more,med,high,normal
med,high,5more,more,big,low,normal
med,high,5more,more,big,med,normal
med,high,5more,more,big,high,normal
med,med,2,2,small,low,normal
med,med,2,2,small,med,normal
med,med,2,2,small,high,normal
med,med,2,2,med,low,normal
med,med,2,2,med,med,normal
med,med,2,2,med,high,normal
med,med,2,2,big,low,normal
med,med,2,2,big,med,normal
med,med,2,2,big,high,normal
med,med,2,4,small,low,normal
med,med,2,4,small,med,normal
med,med,2,4,small,high,normal
med,med,2,4,med,low,normal
med,med,2,4,med,med,normal
med,med,2,4,med,high,normal
med,med,2,4,big,low,normal
med,med,2,4,big,med,normal
med,med,2,4,big,high,anomaly
med,med,2,more,small,low,normal
med,med,2,more,small,med,normal
med,med,2,more,small,high,normal
med,med,2,more,med,low,normal
med,med,2,more,med,med,normal
med,med,2,more,med,high,normal
med,med,2,more,big,low,normal
med,med,2,more,big,med,normal
med,med,2,more,big,high,anomaly
med,med,3,2,small,low,normal
med,med,3,2,small,med,normal
med,med,3,2,small,high,normal
med,med,3,2,med,low,normal
med,med,3,2,med,med,normal
med,med,3,2,med,high,normal
med,med,3,2,big,low,normal
med,med,3,2,big,med,normal
med,med,3,2,big,high,normal
med,med,3,4,small,low,normal
med,med,3,4,small,med,normal
med,med,3,4,small,high,normal
med,med,3,4,med,low,normal
med,med,3,4,med,med,normal
med,med,3,4,med,high,normal
med,med,3,4,big,low,normal
med,med,3,4,big,med,normal
med,med,3,4,big,high,anomaly
med,med,3,more,small,low,normal
med,med,3,more,small,med,normal
med,med,3,more,small,high,normal
med,med,3,more,med,low,normal
med,med,3,more,med,med,normal
med,med,3,more,med,high,anomaly
med,med,3,more,big,low,normal
med,med,3,more,big,med,normal
med,med,3,more,big,high,anomaly
med,med,4,2,small,low,normal
med,med,4,2,small,med,normal
med,med,4,2,small,high,normal
med,med,4,2,med,low,normal
med,med,4,2,med,med,normal
med,med,4,2,med,high,normal
med,med,4,2,big,low,normal
med,med,4,2,big,med,normal
med,med,4,2,big,high,normal
med,med,4,4,small,low,normal
med,med,4,4,small,med,normal
med,med,4,4,small,high,normal
med,med,4,4,med,low,normal
med,med,4,4,med,med,normal
med,med,4,4,med,high,anomaly
med,med,4,4,big,low,normal
med,med,4,4,big,med,normal
med,med,4,4,big,high,anomaly
med,med,4,more,small,low,normal
med,med,4,more,small,med,normal
med,med,4,more,small,high,normal
med,med,4,more,med,low,normal
med,med,4,more,med,med,normal
med,med,4,more,med,high,anomaly
med,med,4,more,big,low,normal
med,med,4,more,big,med,normal
med,med,4,more,big,high,anomaly
med,med,5more,2,small,low,normal
med,med,5more,2,small,med,normal
med,med,5more,2,small,high,normal
med,med,5more,2,med,low,normal
med,med,5more,2,med,med,normal
med,med,5more,2,med,high,normal
med,med,5more,2,big,low,normal
med,med,5more,2,big,med,normal
med,med,5more,2,big,high,normal
med,med,5more,4,small,low,normal
med,med,5more,4,small,med,normal
med,med,5more,4,small,high,normal
med,med,5more,4,med,low,normal
med,med,5more,4,med,med,normal
med,med,5more,4,med,high,anomaly
med,med,5more,4,big,low,normal
med,med,5more,4,big,med,normal
med,med,5more,4,big,high,anomaly
med,med,5more,more,small,low,normal
med,med,5more,more,small,med,normal
med,med,5more,more,small,high,normal
med,med,5more,more,med,low,normal
med,med,5more,more,med,med,normal
med,med,5more,more,med,high,anomaly
med,med,5more,more,big,low,normal
med,med,5more,more,big,med,normal
med,med,5more,more,big,high,anomaly
med,low,2,2,small,low,normal
med,low,2,2,small,med,normal
med,low,2,2,small,high,normal
med,low,2,2,med,low,normal
med,low,2,2,med,med,normal
med,low,2,2,med,high,normal
med,low,2,2,big,low,normal
med,low,2,2,big,med,normal
med,low,2,2,big,high,normal
med,low,2,4,small,low,normal
med,low,2,4,small,med,normal
med,low,2,4,small,high,anomaly
med,low,2,4,med,low,normal
med,low,2,4,med,med,normal
med,low,2,4,med,high,anomaly
med,low,2,4,big,low,normal
med,low,2,4,big,med,anomaly
med,low,2,4,big,high,anomaly
med,low,2,more,small,low,normal
med,low,2,more,small,med,normal
med,low,2,more,small,high,normal
med,low,2,more,med,low,normal
med,low,2,more,med,med,normal
med,low,2,more,med,high,anomaly
med,low,2,more,big,low,normal
med,low,2,more,big,med,anomaly
med,low,2,more,big,high,anomaly
med,low,3,2,small,low,normal
med,low,3,2,small,med,normal
med,low,3,2,small,high,normal
med,low,3,2,med,low,normal
med,low,3,2,med,med,normal
med,low,3,2,med,high,normal
med,low,3,2,big,low,normal
med,low,3,2,big,med,normal
med,low,3,2,big,high,normal
med,low,3,4,small,low,normal
med,low,3,4,small,med,normal
med,low,3,4,small,high,anomaly
med,low,3,4,med,low,normal
med,low,3,4,med,med,normal
med,low,3,4,med,high,anomaly
med,low,3,4,big,low,normal
med,low,3,4,big,med,anomaly
med,low,3,4,big,high,anomaly
med,low,3,more,small,low,normal
med,low,3,more,small,med,normal
med,low,3,more,small,high,anomaly
med,low,3,more,med,low,normal
med,low,3,more,med,med,anomaly
med,low,3,more,med,high,anomaly
med,low,3,more,big,low,normal
med,low,3,more,big,med,anomaly
med,low,3,more,big,high,anomaly
med,low,4,2,small,low,normal
med,low,4,2,small,med,normal
med,low,4,2,small,high,normal
med,low,4,2,med,low,normal
med,low,4,2,med,med,normal
med,low,4,2,med,high,normal
med,low,4,2,big,low,normal
med,low,4,2,big,med,normal
med,low,4,2,big,high,normal
med,low,4,4,small,low,normal
med,low,4,4,small,med,normal
med,low,4,4,small,high,anomaly
med,low,4,4,med,low,normal
med,low,4,4,med,med,anomaly
med,low,4,4,med,high,anomaly
med,low,4,4,big,low,normal
med,low,4,4,big,med,anomaly
med,low,4,4,big,high,anomaly
med,low,4,more,small,low,normal
med,low,4,more,small,med,normal
med,low,4,more,small,high,anomaly
med,low,4,more,med,low,normal
med,low,4,more,med,med,anomaly
med,low,4,more,med,high,anomaly
med,low,4,more,big,low,normal
med,low,4,more,big,med,anomaly
med,low,4,more,big,high,anomaly
med,low,5more,2,small,low,normal
med,low,5more,2,small,med,normal
med,low,5more,2,small,high,normal
med,low,5more,2,med,low,normal
med,low,5more,2,med,med,normal
med,low,5more,2,med,high,normal
med,low,5more,2,big,low,normal
med,low,5more,2,big,med,normal
med,low,5more,2,big,high,normal
med,low,5more,4,small,low,normal
med,low,5more,4,small,med,normal
med,low,5more,4,small,high,anomaly
med,low,5more,4,med,low,normal
med,low,5more,4,med,med,anomaly
med,low,5more,4,med,high,anomaly
med,low,5more,4,big,low,normal
med,low,5more,4,big,med,anomaly
med,low,5more,4,big,high,anomaly
med,low,5more,more,small,low,normal
med,low,5more,more,small,med,normal
med,low,5more,more,small,high,anomaly
med,low,5more,more,med,low,normal
med,low,5more,more,med,med,anomaly
med,low,5more,more,med,high,anomaly
med,low,5more,more,big,low,normal
med,low,5more,more,big,med,anomaly
med,low,5more,more,big,high,anomaly
low,vhigh,2,2,small,low,normal
low,vhigh,2,2,small,med,normal
low,vhigh,2,2,small,high,normal
low,vhigh,2,2,med,low,normal
low,vhigh,2,2,med,med,normal
low,vhigh,2,2,med,high,normal
low,vhigh,2,2,big,low,normal
low,vhigh,2,2,big,med,normal
low,vhigh,2,2,big,high,normal
low,vhigh,2,4,small,low,normal
low,vhigh,2,4,small,med,normal
low,vhigh,2,4,small,high,normal
low,vhigh,2,4,med,low,normal
low,vhigh,2,4,med,med,normal
low,vhigh,2,4,med,high,normal
low,vhigh,2,4,big,low,normal
low,vhigh,2,4,big,med,normal
low,vhigh,2,4,big,high,normal
low,vhigh,2,more,small,low,normal
low,vhigh,2,more,small,med,normal
low,vhigh,2,more,small,high,normal
low,vhigh,2,more,med,low,normal
low,vhigh,2,more,med,med,normal
low,vhigh,2,more,med,high,normal
low,vhigh,2,more,big,low,normal
low,vhigh,2,more,big,med,normal
low,vhigh,2,more,big,high,normal
low,vhigh,3,2,small,low,normal
low,vhigh,3,2,small,med,normal
low,vhigh,3,2,small,high,normal
low,vhigh,3,2,med,low,normal
low,vhigh,3,2,med,med,normal
low,vhigh,3,2,med,high,normal
low,vhigh,3,2,big,low,normal
low,vhigh,3,2,big,med,normal
low,vhigh,3,2,big,high,normal
low,vhigh,3,4,small,low,normal
low,vhigh,3,4,small,med,normal
low,vhigh,3,4,small,high,normal
low,vhigh,3,4,med,low,normal
low,vhigh,3,4,med,med,normal
low,vhigh,3,4,med,high,normal
low,vhigh,3,4,big,low,normal
low,vhigh,3,4,big,med,normal
low,vhigh,3,4,big,high,normal
low,vhigh,3,more,small,low,normal
low,vhigh,3,more,small,med,normal
low,vhigh,3,more,small,high,normal
low,vhigh,3,more,med,low,normal
low,vhigh,3,more,med,med,normal
low,vhigh,3,more,med,high,normal
low,vhigh,3,more,big,low,normal
low,vhigh,3,more,big,med,normal
low,vhigh,3,more,big,high,normal
low,vhigh,4,2,small,low,normal
low,vhigh,4,2,small,med,normal
low,vhigh,4,2,small,high,normal
low,vhigh,4,2,med,low,normal
low,vhigh,4,2,med,med,normal
low,vhigh,4,2,med,high,normal
low,vhigh,4,2,big,low,normal
low,vhigh,4,2,big,med,normal
low,vhigh,4,2,big,high,normal
low,vhigh,4,4,small,low,normal
low,vhigh,4,4,small,med,normal
low,vhigh,4,4,small,high,normal
low,vhigh,4,4,med,low,normal
low,vhigh,4,4,med,med,normal
low,vhigh,4,4,med,high,normal
low,vhigh,4,4,big,low,normal
low,vhigh,4,4,big,med,normal
low,vhigh,4,4,big,high,normal
low,vhigh,4,more,small,low,normal
low,vhigh,4,more,small,med,normal
low,vhigh,4,more,small,high,normal
low,vhigh,4,more,med,low,normal
low,vhigh,4,more,med,med,normal
low,vhigh,4,more,med,high,normal
low,vhigh,4,more,big,low,normal
low,vhigh,4,more,big,med,normal
low,vhigh,4,more,big,high,normal
low,vhigh,5more,2,small,low,normal
low,vhigh,5more,2,small,med,normal
low,vhigh,5more,2,small,high,normal
low,vhigh,5more,2,med,low,normal
low,vhigh,5more,2,med,med,normal
low,vhigh,5more,2,med,high,normal
low,vhigh,5more,2,big,low,normal
low,vhigh,5more,2,big,med,normal
low,vhigh,5more,2,big,high,normal
low,vhigh,5more,4,small,low,normal
low,vhigh,5more,4,small,med,normal
low,vhigh,5more,4,small,high,normal
low,vhigh,5more,4,med,low,normal
low,vhigh,5more,4,med,med,normal
low,vhigh,5more,4,med,high,normal
low,vhigh,5more,4,big,low,normal
low,vhigh,5more,4,big,med,normal
low,vhigh,5more,4,big,high,normal
low,vhigh,5more,more,small,low,normal
low,vhigh,5more,more,small,med,normal
low,vhigh,5more,more,small,high,normal
low,vhigh,5more,more,med,low,normal
low,vhigh,5more,more,med,med,normal
low,vhigh,5more,more,med,high,normal
low,vhigh,5more,more,big,low,normal
low,vhigh,5more,more,big,med,normal
low,vhigh,5more,more,big,high,normal
low,high,2,2,small,low,normal
low,high,2,2,small,med,normal
low,high,2,2,small,high,normal
low,high,2,2,med,low,normal
low,high,2,2,med,med,normal
low,high,2,2,med,high,normal
low,high,2,2,big,low,normal
low,high,2,2,big,med,normal
low,high,2,2,big,high,normal
low,high,2,4,small,low,normal
low,high,2,4,small,med,normal
low,high,2,4,small,high,normal
low,high,2,4,med,low,normal
low,high,2,4,med,med,normal
low,high,2,4,med,high,normal
low,high,2,4,big,low,normal
low,high,2,4,big,med,normal
low,high,2,4,big,high,anomaly
low,high,2,more,small,low,normal
low,high,2,more,small,med,normal
low,high,2,more,small,high,normal
low,high,2,more,med,low,normal
low,high,2,more,med,med,normal
low,high,2,more,med,high,normal
low,high,2,more,big,low,normal
low,high,2,more,big,med,normal
low,high,2,more,big,high,anomaly
low,high,3,2,small,low,normal
low,high,3,2,small,med,normal
low,high,3,2,small,high,normal
low,high,3,2,med,low,normal
low,high,3,2,med,med,normal
low,high,3,2,med,high,normal
low,high,3,2,big,low,normal
low,high,3,2,big,med,normal
low,high,3,2,big,high,normal
low,high,3,4,small,low,normal
low,high,3,4,small,med,normal
low,high,3,4,small,high,normal
low,high,3,4,med,low,normal
low,high,3,4,med,med,normal
low,high,3,4,med,high,normal
low,high,3,4,big,low,normal
low,high,3,4,big,med,normal
low,high,3,4,big,high,anomaly
low,high,3,more,small,low,normal
low,high,3,more,small,med,normal
low,high,3,more,small,high,normal
low,high,3,more,med,low,normal
low,high,3,more,med,med,normal
low,high,3,more,med,high,anomaly
low,high,3,more,big,low,normal
low,high,3,more,big,med,normal
low,high,3,more,big,high,anomaly
low,high,4,2,small,low,normal
low,high,4,2,small,med,normal
low,high,4,2,small,high,normal
low,high,4,2,med,low,normal
low,high,4,2,med,med,normal
low,high,4,2,med,high,normal
low,high,4,2,big,low,normal
low,high,4,2,big,med,normal
low,high,4,2,big,high,normal
low,high,4,4,small,low,normal
low,high,4,4,small,med,normal
low,high,4,4,small,high,normal
low,high,4,4,med,low,normal
low,high,4,4,med,med,normal
low,high,4,4,med,high,anomaly
low,high,4,4,big,low,normal
low,high,4,4,big,med,normal
low,high,4,4,big,high,anomaly
low,high,4,more,small,low,normal
low,high,4,more,small,med,normal
low,high,4,more,small,high,normal
low,high,4,more,med,low,normal
low,high,4,more,med,med,normal
low,high,4,more,med,high,anomaly
low,high,4,more,big,low,normal
low,high,4,more,big,med,normal
low,high,4,more,big,high,anomaly
low,high,5more,2,small,low,normal
low,high,5more,2,small,med,normal
low,high,5more,2,small,high,normal
low,high,5more,2,med,low,normal
low,high,5more,2,med,med,normal
low,high,5more,2,med,high,normal
low,high,5more,2,big,low,normal
low,high,5more,2,big,med,normal
low,high,5more,2,big,high,normal
low,high,5more,4,small,low,normal
low,high,5more,4,small,med,normal
low,high,5more,4,small,high,normal
low,high,5more,4,med,low,normal
low,high,5more,4,med,med,normal
low,high,5more,4,med,high,anomaly
low,high,5more,4,big,low,normal
low,high,5more,4,big,med,normal
low,high,5more,4,big,high,anomaly
low,high,5more,more,small,low,normal
low,high,5more,more,small,med,normal
low,high,5more,more,small,high,normal
low,high,5more,more,med,low,normal
low,high,5more,more,med,med,normal
low,high,5more,more,med,high,anomaly
low,high,5more,more,big,low,normal
low,high,5more,more,big,med,normal
low,high,5more,more,big,high,anomaly
low,med,2,2,small,low,normal
low,med,2,2,small,med,normal
low,med,2,2,small,high,normal
low,med,2,2,med,low,normal
low,med,2,2,med,med,normal
low,med,2,2,med,high,normal
low,med,2,2,big,low,normal
low,med,2,2,big,med,normal
low,med,2,2,big,high,normal
low,med,2,4,small,low,normal
low,med,2,4,small,med,normal
low,med,2,4,small,high,anomaly
low,med,2,4,med,low,normal
low,med,2,4,med,med,normal
low,med,2,4,med,high,anomaly
low,med,2,4,big,low,normal
low,med,2,4,big,med,anomaly
low,med,2,4,big,high,anomaly
low,med,2,more,small,low,normal
low,med,2,more,small,med,normal
low,med,2,more,small,high,normal
low,med,2,more,med,low,normal
low,med,2,more,med,med,normal
low,med,2,more,med,high,anomaly
low,med,2,more,big,low,normal
low,med,2,more,big,med,anomaly
low,med,2,more,big,high,anomaly
low,med,3,2,small,low,normal
low,med,3,2,small,med,normal
low,med,3,2,small,high,normal
low,med,3,2,med,low,normal
low,med,3,2,med,med,normal
low,med,3,2,med,high,normal
low,med,3,2,big,low,normal
low,med,3,2,big,med,normal
low,med,3,2,big,high,normal
low,med,3,4,small,low,normal
low,med,3,4,small,med,normal
low,med,3,4,small,high,anomaly
low,med,3,4,med,low,normal
low,med,3,4,med,med,normal
low,med,3,4,med,high,anomaly
low,med,3,4,big,low,normal
low,med,3,4,big,med,anomaly
low,med,3,4,big,high,anomaly
low,med,3,more,small,low,normal
low,med,3,more,small,med,normal
low,med,3,more,small,high,anomaly
low,med,3,more,med,low,normal
low,med,3,more,med,med,anomaly
low,med,3,more,med,high,anomaly
low,med,3,more,big,low,normal
low,med,3,more,big,med,anomaly
low,med,3,more,big,high,anomaly
low,med,4,2,small,low,normal
low,med,4,2,small,med,normal
low,med,4,2,small,high,normal
low,med,4,2,med,low,normal
low,med,4,2,med,med,normal
low,med,4,2,med,high,normal
low,med,4,2,big,low,normal
low,med,4,2,big,med,normal
low,med,4,2,big,high,normal
low,med,4,4,small,low,normal
low,med,4,4,small,med,normal
low,med,4,4,small,high,anomaly
low,med,4,4,med,low,normal
low,med,4,4,med,med,anomaly
low,med,4,4,med,high,anomaly
low,med,4,4,big,low,normal
low,med,4,4,big,med,anomaly
low,med,4,4,big,high,anomaly
low,med,4,more,small,low,normal
low,med,4,more,small,med,normal
low,med,4,more,small,high,anomaly
low,med,4,more,med,low,normal
low,med,4,more,med,med,anomaly
low,med,4,more,med,high,anomaly
low,med,4,more,big,low,normal
low,med,4,more,big,med,anomaly
low,med,4,more,big,high,anomaly
low,med,5more,2,small,low,normal
low,med,5more,2,small,med,normal
low,med,5more,2,small,high,normal
low,med,5more,2,med,low,normal
low,med,5more,2,med,med,normal
low,med,5more,2,med,high,normal
low,med,5more,2,big,low,normal
low,med,5more,2,big,med,normal
low,med,5more,2,big,high,normal
low,med,5more,4,small,low,normal
low,med,5more,4,small,med,normal
low,med,5more,4,small,high,anomaly
low,med,5more,4,med,low,normal
low,med,5more,4,med,med,anomaly
low,med,5more,4,med,high,anomaly
low,med,5more,4,big,low,normal
low,med,5more,4,big,med,anomaly
low,med,5more,4,big,high,anomaly
low,med,5more,more,small,low,normal
low,med,5more,more,small,med,normal
low,med,5more,more,small,high,anomaly
low,med,5more,more,med,low,normal
low,med,5more,more,med,med,anomaly
low,med,5more,more,med,high,anomaly
low,med,5more,more,big,low,normal
low,med,5more,more,big,med,anomaly
low,med,5more,more,big,high,anomaly
low,low,2,2,small,low,normal
low,low,2,2,small,med,normal
low,low,2,2,small,high,normal
low,low,2,2,med,low,normal
low,low,2,2,med,med,normal
low,low,2,2,med,high,normal
low,low,2,2,big,low,normal
low,low,2,2,big,med,normal
low,low,2,2,big,high,normal
low,low,2,4,small,low,normal
low,low,2,4,small,med,normal
low,low,2,4,small,high,anomaly
low,low,2,4,med,low,normal
low,low,2,4,med,med,normal
low,low,2,4,med,high,anomaly
low,low,2,4,big,low,normal
low,low,2,4,big,med,anomaly
low,low,2,4,big,high,anomaly
low,low,2,more,small,low,normal
low,low,2,more,small,med,normal
low,low,2,more,small,high,normal
low,low,2,more,med,low,normal
low,low,2,more,med,med,normal
low,low,2,more,med,high,anomaly
low,low,2,more,big,low,normal
low,low,2,more,big,med,anomaly
low,low,2,more,big,high,anomaly
low,low,3,2,small,low,normal
